DB ID,Groups,Measure Title,Detail Measure - CTP,Short Definition - CTP,Long Definition - CTP,Operation Description - CTP,Exclusions - CTP,Availability - CTP,Sources - CTP,Footnotes - CTP,Format - CTP,Calculation - CTP,Variable - CTP,Unknown Expression 1 - CTP,Unknown Expression 2 - CTP,Allowable Tags - CTP,Expression 1 - CTP,Expression 2 - CTP,Filter Classes - CTP,Charging Stage - CTP,Date Stage - CTP,Felony / Misdemeanor - CTP,Include Standard Severities - CTP,Units - CTP,Numerator Description - CTP,Denominator Description - CTP,Related Measures - CTP
701,"Case Flow, Dispositions: 2",Cases Resulting in Dismissal,708,Dismissal,,"Sum of all prosecuted cases resulting in dismissal in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
708,"Case Flow Detail, Dispositions: 2",Percentage of Cases Resulting in Dismissal,,,This measure shows data on the percentage of cases that resulted in the court or the prosecutor dismissing or terminating the case without imposing penalties on the defendant.,"Number of prosecuted cases resulting in dismissal divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=1,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Dismissed,Cases Disposed,
714,"Case Flow, Dispositions: 10",Misdemeanors Resulting in Dismissal,722,Dismissal,,"Sum of all prosecuted misdemeanors resulting in dismissal in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=1 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
722,"Case Flow Detail, Dispositions: 10",Percentage of Misdemeanors Resulting in Dismissal,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanor cases that resulted in the court or the prosecutor dismissing or terminating the case without imposing penalties on the defendant.,"Number of prosecuted misdemeanors resulting in dismissal divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=1 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Dismissed,Misdemeanors Disposed,
729,"Case Flow, Dispositions: 18",Felonies Resulting in Dismissal,736,Dismissal,,"Sum of all prosecuted felonies resulting in dismissal in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=1 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
736,"Case Flow Detail, Dispositions: 18",Percentage of Felonies Resulting in Dismissal,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the of felonies that resulted in the court or the prosecutor dismissing or terminating the case without imposing penalties on the defendant.,"Number of prosecuted felonies resulting in dismissal divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=1 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Dismissed,Felonies Disposed,
702,"Case Flow, Dispositions: 3",Cases Resulting in a Not Guilty Verdict at Jury Trial,709,Not Guilty Verdict at Jury Trial,,"Sum of all prosecuted cases resulting in a not guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
709,"Case Flow Detail, Dispositions: 3",Percentage of Cases Resulting in a Not Guilty Verdict at Jury Trial,,,This measure shows data on the percentage of cases in which a jury found the defendant not guilty at trial.,"Number of prosecuted cases resulting in a not guilty verdict at jury trial divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=0,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Not Guilty at Jury Trial,Cases Disposed,
715,"Case Flow, Dispositions: 11",Misdemeanors Resulting in a Not Guilty Verdict at Jury Trial,723,Not Guilty Verdict at Jury Trial,,"Sum of all prosecuted misdemeanors resulting in a not guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
723,"Case Flow Detail, Dispositions: 11",Percentage of Misdemeanors Resulting in a Not Guilty Verdict at Jury Trial,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors in which a jury found the defendant not guilty at trial.,"Number of prosecuted misdemeanors resulting in a not guilty verdict at jury trial divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=0 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Not Guilty at Jury Trial,Misdemeanors Disposed,
730,"Case Flow, Dispositions: 19",Felonies Resulting in a Not Guilty Verdict at Jury Trial,737,Not Guilty Verdict at Jury Trial,,"Sum of all prosecuted felonies resulting in a not guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
737,"Case Flow Detail, Dispositions: 19",Percentage of Felonies Resulting in a Not Guilty Verdict at Jury Trial,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which a jury found the defendant not guilty at trial.,"Number of prosecuted felonies resulting in a not guilty verdict at jury trial divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=0 AND TopFilingChrgFelMisd=1,CaseDisposition>0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Not Guilty at Jury Trial,Felonies Disposed,
703,"Case Flow, Dispositions: 4",Cases Resulting in a Not Guilty Verdict at Bench Trial,710,Not Guilty Verdict at Bench Trial,,"Sum of all prosecuted cases resulting in a not guilty verdict at bench trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
710,"Case Flow Detail, Dispositions: 4",Percentage of Cases Resulting in a Not Guilty Verdict at Bench Trial,,,This measure shows data on the percentage of prosecuted cases in which a judge found the defendant not gulity at a bench or non-jury trial.,"Number of prosecuted cases resulting in a not guilty verdict at bench trial divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=1,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Not Guilty at Bench Trial,Cases Disposed,
716,"Case Flow, Dispositions: 12",Misdemeanors Resulting in a Not Guilty Verdict at Bench Trial,724,Not Guilty Verdict at Bench Trial,,"Sum of all prosecuted misdemeanors resulting in a not guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=1 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
724,"Case Flow Detail, Dispositions: 12",Percentage of Misdemeanors Resulting in a Not Guilty Verdict at Bench Trial,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors in which a judge found the defendant not gulity at a bench or non-jury trial.,"Number of prosecuted misdemeanors resulting in a not guilty verdict at bench trial divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=1 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Not Guilty at Bench Trial,Misdemeanors Disposed,
731,"Case Flow, Dispositions: 20",Felonies Resulting in a Not Guilty Verdict at Bench Trial,738,Not Guilty Verdict at Bench Trial,,"Sum of all prosecuted felonies resulting in a not guilty verdict at bench trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=3 AND TrialType=1 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
738,"Case Flow Detail, Dispositions: 20",Percentage of Felonies Resulting in a Not Guilty Verdict at Bench Trial,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which a judge found the defendant not gulity at a bench or non-jury trial.,"Number of prosecuted felonies resulting in a not guilty verdict at bench trial divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=3 AND TrialType=1 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Not Guilty at Bench Trial,Felonies Disposed,
704,"Case Flow, Dispositions: 5",Cases Resulting in a Guilty Verdict at Jury Trial,711,Guilty Verdict at Jury Trial,,"Sum of all prosecuted cases resulting in a guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
711,"Case Flow Detail, Dispositions: 5",Percentage of Cases Resulting in a Guilty Verdict at Jury Trial,,,This measure shows data on the percentage of cases in which a jury found the defendant guilty at trial.,"Number of prosecuted cases resulting in a guilty verdict at jury trial divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=0,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Guilty at Jury Trial,Cases Disposed,
717,"Case Flow, Dispositions: 13",Misdemeanors Resulting in a Guilty Verdict at Jury Trial,725,Guilty Verdict at Jury Trial,,"Sum of all prosecuted misdemeanors resulting in a guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
725,"Case Flow Detail, Dispositions: 13",Percentage of Misdemeanors Resulting in a Guilty Verdict at Jury Trial,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors in which a jury found the defendant guilty at trial.,"Number of prosecuted misdemeanors resulting in a guilty verdict at jury trial divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=0 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Guilty at Jury Trial,Misdemeanors Disposed,
732,"Case Flow, Dispositions: 21",Felonies Resulting in a Guilty Verdict at Jury Trial,739,Guilty Verdict at Jury Trial,,"Sum of all prosecuted felonies resulting in a guilty verdict at jury trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
739,"Case Flow Detail, Dispositions: 21",Percentage of Felonies Resulting in a Guilty Verdict at Jury Trial,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which a jury found the defendant guilty at trial.,"Number of prosecuted felonies resulting in a guilty verdict at jury trial divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=0 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Guilty at Jury Trial,Felonies Disposed,
705,"Case Flow, Dispositions: 6",Cases Resulting in a Guilty Verdict at Bench Trial,712,Guilty Verdict at Bench Trial,,"Sum of all prosecuted cases resulting in a guilty verdict at bench trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
712,"Case Flow Detail, Dispositions: 6",Percentage of Cases Resulting in a Guilty Verdict at Bench Trial,,,This measure shows data on the percentage of prosecuted cases in which a judge found the defendant guilty at a bench or non-jury trial.,"Number of prosecuted cases resulting in a guilty verdict at bench trial divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=1,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Guilty at Bench Trial,Cases Disposed,
718,"Case Flow, Dispositions: 14",Misdemeanors Resulting in a Guilty Verdict at Bench Trial,726,Guilty Verdict at Bench Trial,,"Sum of all prosecuted misdemeanors resulting in a guilty verdict at bench trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=1 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
726,"Case Flow Detail, Dispositions: 14",Percentage of Misdemeanors Resulting in a Guilty Verdict at Bench Trial,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemeanors in which a judge found the defendant guilty at a bench or non-jury trial.,"Number of prosecuted misdemeanors resulting in a guilty verdict at bench trial divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=1 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors Guilty at Bench Trial,Misdemeanors Disposed,
733,"Case Flow, Dispositions: 22",Felonies Resulting in a Guilty Verdict at Bench Trial,740,Guilty Verdict at Bench Trial,,"Sum of all prosecuted felonies resulting in a guilty verdict at bench trial in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=4 AND TrialType=1 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
740,"Case Flow Detail, Dispositions: 22",Percentage of Felonies Resulting in a Guilty Verdict at Bench Trial,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which a judge found the defendant guilty at a bench or non-jury trial.,"Number of prosecuted felonies resulting in a guilty verdict at bench trial divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=4 AND TrialType=1 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies Guilty at Bench Trial,Felonies Disposed,
706,"Case Flow, Dispositions: 7",Cases Resulting in a Guilty Plea,713,Guilty Plea,,"Sum of all prosecuted cases resulting in a guilty plea in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
713,"Case Flow Detail, Dispositions: 7",Percentage of Cases Resulting in a Guilty Plea,,,This measure shows data on the percentage of cases in which the defendant admitted responsibility for the charges by pleading guilty.,"Number of prosecuted cases resulting in a guilty plea divided by the total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=5,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases with Guilty Plea,Cases Disposed,
719,"Case Flow, Dispositions: 15",Misdemeanors Resulting in a Guilty Plea,727,Guilty Plea,,"Sum of all prosecuted misdemeanors resulting in a guilty plea in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=5 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
727,"Case Flow Detail, Dispositions: 15",Percentage of Misdemeanors Resulting in a Guilty Plea,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the percentage of misdemanors in which the defendant admitted responsibility for the crime by pleading guilty.,"Number of prosecuted misdemeanors resulting in a guilty plea divided by the total number of prosecuted misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=5 AND TopFilingChrgFelMisd=0,CaseDisposition>0 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",Misdemeanors with Guilty Plea,Misdemeanors Disposed,
734,"Case Flow, Dispositions: 23",Felonies Resulting in a Guilty Plea,741,Guilty Plea,,"Sum of all prosecuted felonies resulting in a guilty plea in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition=5 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",,,
741,"Case Flow Detail, Dispositions: 23",Percentage of Felonies Resulting in a Guilty Plea,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the percentage of felonies in which the defendant admitted responsibility for the crime by pleading guilty.,"Number of prosecuted felonies resulting in a guilty plea divided by the total number of prosecuted felonies disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition=5 AND TopFilingChrgFelMisd=1,CaseDisposition > 0 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Felony, Felonies",Felonies with Guilty Plea,Felonies Disposed,
707,"Case Flow, Dispositions: 8",Cases Resulting in Other Dispositions,721,Other,,"Sum of all prosecuted cases resulting in other dispositions in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition > 5,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
721,"Case Flow Detail, Dispositions: 8",Percentage of Cases Resulting in Other Dispositions,,,"This measure shows data on the percentage of prosecuted cases that resulted in a disposition other than dismissal, not guilty verdict, guilty verdict or guilty plea, including transfers, changes of venue, extraditions, bond forfeiture or otherwise disposed.","Sum of all prosecuted misdemeanors resulting in other dispositions in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",CaseDisposition>5,CaseDisposition>0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases Otherwise Disposed,Cases Disposed,
720,"Case Flow, Dispositions: 16",Misdemeanors Resulting in Other Dispositions,728,Other,,"Sum of all prosecuted misdemeanors resulting in other dispositions in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,CaseDisposition,CaseDisposition=-999,CaseDisposition != -777 AND CaseDisposition != -888,"OK, MISSINGNESS, CALCULATION",,CaseDisposition > 5 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Misdemeanor, Misdemeanors",,,
